,X,Y,code_insee_commune,gratuit,tarification,accessibilite_pmr,condition_acces,Type,type,Type_détaillé,geometry,0
420,2.2691,48.74586,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2690999507904053 48.7458610534668),11772
420,2.2691,48.74586,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2690999507904053 48.7458610534668),11898
420,2.2691,48.74586,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2690999507904053 48.7458610534668),11899
420,2.2691,48.74586,91645.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2690999507904053 48.7458610534668),12024
421,2.1715126,48.675797,91560.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1715126037597656 48.67579650878906),10394
421,2.1715126,48.675797,91560.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1715126037597656 48.67579650878906),10519
421,2.1715126,48.675797,91560.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1715126037597656 48.67579650878906),10520
421,2.1715126,48.675797,91560.0,False,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1715126037597656 48.67579650878906),10646
422,2.2959256,48.830513,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2959256172180176 48.83051300048828),12140
422,2.2959256,48.830513,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2959256172180176 48.83051300048828),12141
422,2.2959256,48.830513,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2959256172180176 48.83051300048828),12266
422,2.2959256,48.830513,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2959256172180176 48.83051300048828),12267
422,2.2959256,48.830513,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2959256172180176 48.83051300048828),12393
423,2.2926445,48.876686,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.292644500732422 48.876686096191406),12135
423,2.2926445,48.876686,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.292644500732422 48.876686096191406),12136
423,2.2926445,48.876686,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.292644500732422 48.876686096191406),12261
423,2.2926445,48.876686,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.292644500732422 48.876686096191406),12262
424,2.329638,48.834686,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3296380043029785 48.834686279296875),12644
424,2.329638,48.834686,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3296380043029785 48.834686279296875),12645
424,2.329638,48.834686,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3296380043029785 48.834686279296875),12770
424,2.329638,48.834686,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3296380043029785 48.834686279296875),12771
424,2.329638,48.834686,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3296380043029785 48.834686279296875),12896
425,2.339292,48.882244,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.339292049407959 48.88224411010742),12765
425,2.339292,48.882244,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.339292049407959 48.88224411010742),12890
425,2.339292,48.882244,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.339292049407959 48.88224411010742),12891
425,2.339292,48.882244,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.339292049407959 48.88224411010742),13017
426,2.3452425,48.854187,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.345242500305176 48.85418701171875),12768
426,2.3452425,48.854187,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.345242500305176 48.85418701171875),12894
426,2.3452425,48.854187,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.345242500305176 48.85418701171875),12895
426,2.3452425,48.854187,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.345242500305176 48.85418701171875),13020
427,2.323981,48.847836,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3239810466766357 48.847835540771484),12517
427,2.323981,48.847836,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3239810466766357 48.847835540771484),12642
427,2.323981,48.847836,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3239810466766357 48.847835540771484),12643
427,2.323981,48.847836,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3239810466766357 48.847835540771484),12769
428,2.30583,48.837513,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3058300018310547 48.8375129699707),12266
428,2.30583,48.837513,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3058300018310547 48.8375129699707),12391
428,2.30583,48.837513,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3058300018310547 48.8375129699707),12392
428,2.30583,48.837513,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3058300018310547 48.8375129699707),12518
429,2.2813175,48.84127,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2813174724578857 48.841270446777344),11887
429,2.2813175,48.84127,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2813174724578857 48.841270446777344),11888
429,2.2813175,48.84127,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2813174724578857 48.841270446777344),12013
429,2.2813175,48.84127,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2813174724578857 48.841270446777344),12014
429,2.2813175,48.84127,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2813174724578857 48.841270446777344),12139
429,2.2813175,48.84127,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2813174724578857 48.841270446777344),12140
430,2.2982638,48.841377,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2982637882232666 48.84137725830078),12139
430,2.2982638,48.841377,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2982637882232666 48.84137725830078),12140
430,2.2982638,48.841377,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2982637882232666 48.84137725830078),12265
430,2.2982638,48.841377,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2982637882232666 48.84137725830078),12266
430,2.2982638,48.841377,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2982637882232666 48.84137725830078),12391
430,2.2982638,48.841377,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2982637882232666 48.84137725830078),12392
431,2.3797927,48.85891,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3797926902770996 48.858909606933594),13271
431,2.3797927,48.85891,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3797926902770996 48.858909606933594),13272
431,2.3797927,48.85891,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3797926902770996 48.858909606933594),13397
431,2.3797927,48.85891,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3797926902770996 48.858909606933594),13398
431,2.3797927,48.85891,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3797926902770996 48.858909606933594),13523
431,2.3797927,48.85891,75056.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3797926902770996 48.858909606933594),13524
432,2.313171,48.84246,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.313170909881592 48.84246063232422),12391
432,2.313171,48.84246,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.313170909881592 48.84246063232422),12392
432,2.313171,48.84246,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.313170909881592 48.84246063232422),12517
432,2.313171,48.84246,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.313170909881592 48.84246063232422),12518
432,2.313171,48.84246,75056.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.313170909881592 48.84246063232422),12643
433,2.382838,48.689316,91326.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.382838010787964 48.68931579589844),13416
433,2.382838,48.689316,91326.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.382838010787964 48.68931579589844),13417
433,2.382838,48.689316,91326.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.382838010787964 48.68931579589844),13542
433,2.382838,48.689316,91326.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.382838010787964 48.68931579589844),13543
434,2.358014,48.7571,94065.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3580141067504883 48.75709915161133),13031
434,2.358014,48.7571,94065.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3580141067504883 48.75709915161133),13156
434,2.358014,48.7571,94065.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3580141067504883 48.75709915161133),13157
434,2.358014,48.7571,94065.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3580141067504883 48.75709915161133),13283
435,2.175905,48.71019,91471.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.1759049892425537 48.71018981933594),10390
435,2.175905,48.71019,91471.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.1759049892425537 48.71018981933594),10516
435,2.175905,48.71019,91471.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.1759049892425537 48.71018981933594),10517
435,2.175905,48.71019,91471.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.1759049892425537 48.71018981933594),10642
435,2.175905,48.71019,91471.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.1759049892425537 48.71018981933594),10643
436,2.1761994,48.708504,91471.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.176199436187744 48.70850372314453),10516
436,2.1761994,48.708504,91471.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.176199436187744 48.70850372314453),10517
436,2.1761994,48.708504,91471.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.176199436187744 48.70850372314453),10642
436,2.1761994,48.708504,91471.0,False,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.176199436187744 48.70850372314453),10643
437,2.1610472,48.429638,91223.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1610472202301025 48.42963790893555),10295
437,2.1610472,48.429638,91223.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1610472202301025 48.42963790893555),10296
437,2.1610472,48.429638,91223.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1610472202301025 48.42963790893555),10421
437,2.1610472,48.429638,91223.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1610472202301025 48.42963790893555),10422
437,2.1610472,48.429638,91223.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1610472202301025 48.42963790893555),10547
438,2.1610615,48.429615,91223.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1610615253448486 48.42961502075195),10295
